date,camera,time,box,loc,notes
08/11/2021,11,14:46,1,0,
08/11/2021,11,14:46,2,0,
08/11/2021,11,14:46,3,3,
08/11/2021,11,14:46,4,6,
08/11/2021,11,14:46,5,0,
08/11/2021,11,14:46,6,0,
08/11/2021,11,14:56,1,3,
08/11/2021,11,14:56,2,8,
08/11/2021,11,14:56,3,3,
08/11/2021,11,14:56,4,8,
08/11/2021,11,14:56,5,0,
08/11/2021,11,14:56,6,NA,breached
08/11/2021,11,15:06,1,3,
08/11/2021,11,15:06,2,3,
08/11/2021,11,15:06,3,8,
08/11/2021,11,15:06,4,5,
08/11/2021,11,15:06,5,0,
08/11/2021,11,15:16,1,4,
08/11/2021,11,15:16,2,1,
08/11/2021,11,15:16,3,1,
08/11/2021,11,15:16,4,2,
08/11/2021,11,15:16,5,0,
08/11/2021,11,15:26,1,4,
08/11/2021,11,15:26,2,4,
08/11/2021,11,15:26,3,8,
08/11/2021,11,15:26,4,1,
08/11/2021,11,15:26,5,0,
08/11/2021,11,15:36,1,4,
08/11/2021,11,15:36,2,4,
08/11/2021,11,15:36,3,1,
08/11/2021,11,15:36,4,3,
08/11/2021,11,15:36,5,0,
08/11/2021,11,15:46,1,3,
08/11/2021,11,15:46,2,4,
08/11/2021,11,15:46,3,8,
08/11/2021,11,15:46,4,1,
08/11/2021,11,15:46,5,0,
08/11/2021,11,15:56,1,3,
08/11/2021,11,15:56,2,4,
08/11/2021,11,15:56,3,8,
08/11/2021,11,15:56,4,1,
08/11/2021,11,15:56,5,0,
08/11/2021,11,16:05,1,3,
08/11/2021,11,16:05,2,4,
08/11/2021,11,16:05,3,8,
08/11/2021,11,16:05,4,1,
08/11/2021,11,16:05,5,0,
09/11/2021,11,13:38,1,6,
09/11/2021,11,13:38,2,7,
09/11/2021,11,13:38,3,0,
09/11/2021,11,13:38,4,1,
09/11/2021,11,13:38,5,0,
09/11/2021,11,13:38,6,8,
09/11/2021,11,13:48,1,7,
09/11/2021,11,13:48,2,7,
09/11/2021,11,13:48,3,0,
09/11/2021,11,13:48,4,1,
09/11/2021,11,13:48,5,0,breached by partner
09/11/2021,11,13:48,6,8,
09/11/2021,11,13:58,1,4,
09/11/2021,11,13:58,2,7,
09/11/2021,11,13:58,3,0,
09/11/2021,11,13:58,4,1,
09/11/2021,11,13:58,6,8,
09/11/2021,11,14:08,1,3,
09/11/2021,11,14:08,2,7,
09/11/2021,11,14:08,3,0,
09/11/2021,11,14:08,4,2,
09/11/2021,11,14:08,6,1,
09/11/2021,11,14:18,1,5,
09/11/2021,11,14:18,2,4,
09/11/2021,11,14:18,3,0,
09/11/2021,11,14:18,4,2,
09/11/2021,11,14:18,6,8,
09/11/2021,11,14:28,1,5,
09/11/2021,11,14:28,2,4,
09/11/2021,11,14:28,3,0,
09/11/2021,11,14:28,4,6,
09/11/2021,11,14:28,6,2,
09/11/2021,11,14:38,1,5,
09/11/2021,11,14:38,2,4,
09/11/2021,11,14:38,3,0,
09/11/2021,11,14:38,4,6,
09/11/2021,11,14:38,6,4,
09/11/2021,11,14:48,1,5,
09/11/2021,11,14:48,2,4,
09/11/2021,11,14:48,3,0,
09/11/2021,11,14:48,4,5,
09/11/2021,11,14:48,6,3,
09/11/2021,11,14:58,1,5,
09/11/2021,11,14:58,2,4,
09/11/2021,11,14:58,3,0,
09/11/2021,11,14:58,4,2,
09/11/2021,11,14:58,6,3,
10/11/2021,11,13:44,1,NA,breached
10/11/2021,11,13:44,2,8,
10/11/2021,11,13:44,3,0,breached
10/11/2021,11,13:44,4,1,breached by partner
10/11/2021,11,13:44,5,0,breached by partner
10/11/2021,11,13:44,6,3,
10/11/2021,11,13:54,2,6,
10/11/2021,11,13:54,6,5,
10/11/2021,11,14:04,2,6,
10/11/2021,11,14:04,6,5,
10/11/2021,11,14:14,2,6,
10/11/2021,11,14:14,6,5,
10/11/2021,11,14:24,2,6,
10/11/2021,11,14:24,6,7,
10/11/2021,11,14:34,2,6,
10/11/2021,11,14:34,6,7,
10/11/2021,11,14:44,2,6,
10/11/2021,11,14:44,6,7,
10/11/2021,11,14:54,2,6,
10/11/2021,11,14:54,6,4,
10/11/2021,11,15:04,2,6,
10/11/2021,11,15:04,6,4,
11/11/2021,11,13:32,1,0,
11/11/2021,11,13:32,2,0,
11/11/2021,11,13:32,3,8,
11/11/2021,11,13:32,4,1,
11/11/2021,11,13:32,5,1,
11/11/2021,11,13:32,6,0,
11/11/2021,11,13:42,1,0,
11/11/2021,11,13:42,2,1,
11/11/2021,11,13:42,3,8,
11/11/2021,11,13:42,4,1,
11/11/2021,11,13:42,5,1,
11/11/2021,11,13:42,6,0,
11/11/2021,11,13:52,1,0,
11/11/2021,11,13:52,2,1,
11/11/2021,11,13:52,3,8,
11/11/2021,11,13:52,4,1,
11/11/2021,11,13:52,5,1,
11/11/2021,11,13:52,6,0,
11/11/2021,11,14:02,1,0,
11/11/2021,11,14:02,2,1,
11/11/2021,11,14:02,3,8,
11/11/2021,11,14:02,4,1,
11/11/2021,11,14:02,5,1,
11/11/2021,11,14:02,6,8,
11/11/2021,11,14:12,1,7,
11/11/2021,11,14:12,2,0,
11/11/2021,11,14:12,3,4,
11/11/2021,11,14:12,4,1,
11/11/2021,11,14:12,5,1,
11/11/2021,11,14:12,6,0,
11/11/2021,11,14:22,1,1,
11/11/2021,11,14:22,2,0,
11/11/2021,11,14:22,3,8,
11/11/2021,11,14:22,4,1,
11/11/2021,11,14:22,5,1,
11/11/2021,11,14:22,6,0,
11/11/2021,11,14:32,1,0,
11/11/2021,11,14:32,2,NA,breached
11/11/2021,11,14:32,3,8,
11/11/2021,11,14:32,4,1,
11/11/2021,11,14:32,5,1,
11/11/2021,11,14:32,6,8,
11/11/2021,11,14:42,1,0,
11/11/2021,11,14:42,3,5,
11/11/2021,11,14:42,4,1,
11/11/2021,11,14:42,5,1,
11/11/2021,11,14:42,6,8,
11/11/2021,11,14:52,1,0,
11/11/2021,11,14:52,3,5,
11/11/2021,11,14:52,4,1,
11/11/2021,11,14:52,5,1,
11/11/2021,11,14:52,6,8,
15/11/2021,11,13:53,1,2,
15/11/2021,11,13:53,2,0,
15/11/2021,11,13:53,3,NA,breached
15/11/2021,11,13:53,4,1,
15/11/2021,11,13:53,5,NA,breached
15/11/2021,11,13:53,6,1,
15/11/2021,11,14:03,1,3,
15/11/2021,11,14:03,2,0,
15/11/2021,11,14:03,4,1,
15/11/2021,11,14:03,6,1,
15/11/2021,11,14:13,1,3,
15/11/2021,11,14:13,2,0,
15/11/2021,11,14:13,4,0,breached by partner
15/11/2021,11,14:13,6,0,
15/11/2021,11,14:23,1,4,
15/11/2021,11,14:23,2,0,breached by partner
15/11/2021,11,14:23,6,0,
15/11/2021,11,14:33,1,5,
15/11/2021,11,14:33,6,0,
15/11/2021,11,14:43,1,5,
15/11/2021,11,14:43,6,0,
15/11/2021,11,14:53,1,5,
15/11/2021,11,14:53,6,0,
15/11/2021,11,15:03,1,3,
15/11/2021,11,15:03,6,1,
15/11/2021,11,15:13,1,4,
15/11/2021,11,15:13,6,2,
16/11/2021,11,12:55,1,8,
16/11/2021,11,12:55,2,NA,breached by partner
16/11/2021,11,12:55,3,0,
16/11/2021,11,12:55,4,1,
16/11/2021,11,12:55,5,0,
16/11/2021,11,12:55,6,0,
16/11/2021,11,13:05,1,8,
16/11/2021,11,13:05,3,0,
16/11/2021,11,13:05,4,1,
16/11/2021,11,13:05,5,0,
16/11/2021,11,13:05,6,0,
16/11/2021,11,13:15,1,8,
16/11/2021,11,13:15,3,0,
16/11/2021,11,13:15,4,1,
16/11/2021,11,13:15,5,0,
16/11/2021,11,13:15,6,0,
16/11/2021,11,13:25,1,8,
16/11/2021,11,13:25,3,3,
16/11/2021,11,13:25,4,1,
16/11/2021,11,13:25,5,NA,breached by partner
16/11/2021,11,13:25,6,1,
16/11/2021,11,13:35,1,8,
16/11/2021,11,13:35,3,0,
16/11/2021,11,13:35,4,3,
16/11/2021,11,13:35,6,0,
16/11/2021,11,13:45,1,8,
16/11/2021,11,13:45,3,0,
16/11/2021,11,13:45,4,1,
16/11/2021,11,13:45,6,0,
16/11/2021,11,13:55,1,8,
16/11/2021,11,13:55,3,0,
16/11/2021,11,13:55,4,1,
16/11/2021,11,13:55,6,0,breached
16/11/2021,11,14:05,1,8,
16/11/2021,11,14:05,3,0,
16/11/2021,11,14:05,4,1,
16/11/2021,11,14:15,1,8,
16/11/2021,11,14:15,3,0,
16/11/2021,11,14:15,4,1,
17/11/2021,11,13:42,1,NA,breached
17/11/2021,11,13:42,2,8,
17/11/2021,11,13:42,3,NA,breached
17/11/2021,11,13:42,4,NA,breached
17/11/2021,11,13:42,5,NA,breached
17/11/2021,11,13:42,6,NA,breached
17/11/2021,11,13:52,2,3,
17/11/2021,11,14:02,2,NA,breached
18/11/2021,11,14:00,1,NA,breached
18/11/2021,11,14:00,2,7,
18/11/2021,11,14:00,3,NA,breached
18/11/2021,11,14:00,4,NA,breached
18/11/2021,11,14:00,5,NA,breached
18/11/2021,11,14:00,6,NA,breached
18/11/2021,11,14:10,2,8,
18/11/2021,11,14:20,2,NA,breached
22/11/2021,11,13:09,1,0,
22/11/2021,11,13:09,2,NA,breached
22/11/2021,11,13:09,3,4,
22/11/2021,11,13:09,4,0,
22/11/2021,11,13:09,5,2,
22/11/2021,11,13:09,6,NA,breached
22/11/2021,11,13:19,1,1,
22/11/2021,11,13:19,3,4,
22/11/2021,11,13:19,4,1,
22/11/2021,11,13:19,5,3,
22/11/2021,11,13:29,1,2,
22/11/2021,11,13:29,3,4,
22/11/2021,11,13:29,4,1,
22/11/2021,11,13:29,5,3,
22/11/2021,11,13:39,1,5,
22/11/2021,11,13:39,3,4,
22/11/2021,11,13:39,4,0,
22/11/2021,11,13:39,5,3,
22/11/2021,11,13:49,1,6,
22/11/2021,11,13:49,3,4,
22/11/2021,11,13:49,4,4,
22/11/2021,11,13:49,5,3,
22/11/2021,11,13:59,1,3,
22/11/2021,11,13:59,3,4,
22/11/2021,11,13:59,4,5,
22/11/2021,11,13:59,5,3,
22/11/2021,11,14:09,1,1,
22/11/2021,11,14:09,3,1,
22/11/2021,11,14:09,4,8,
22/11/2021,11,14:09,5,4,
22/11/2021,11,14:19,1,1,
22/11/2021,11,14:19,3,2,
22/11/2021,11,14:19,4,7,
22/11/2021,11,14:19,5,8,
23/11/2021,11,13:52,1,0,
23/11/2021,11,13:52,2,1,
23/11/2021,11,13:52,3,NA,breached
23/11/2021,11,13:52,4,2,
23/11/2021,11,13:52,5,8,
23/11/2021,11,13:52,6,3,
23/11/2021,11,14:02,1,0,
23/11/2021,11,14:02,2,1,
23/11/2021,11,14:02,4,1,
23/11/2021,11,14:02,5,8,
23/11/2021,11,14:02,6,8,
23/11/2021,11,14:12,1,1,
23/11/2021,11,14:12,2,1,
23/11/2021,11,14:12,4,1,
23/11/2021,11,14:12,5,8,
23/11/2021,11,14:12,6,8,
23/11/2021,11,14:22,1,0,
23/11/2021,11,14:22,2,1,
23/11/2021,11,14:22,4,1,
23/11/2021,11,14:22,5,8,
23/11/2021,11,14:22,6,8,
23/11/2021,11,14:32,1,0,
23/11/2021,11,14:32,2,1,
23/11/2021,11,14:32,4,0,
23/11/2021,11,14:32,5,5,
23/11/2021,11,14:32,6,8,
23/11/2021,11,14:42,1,0,
23/11/2021,11,14:42,2,1,
23/11/2021,11,14:42,4,1,
23/11/2021,11,14:42,5,0,
23/11/2021,11,14:42,6,2,
23/11/2021,11,14:52,1,1,
23/11/2021,11,14:52,2,1,
23/11/2021,11,14:52,4,0,
23/11/2021,11,14:52,5,0,
23/11/2021,11,14:52,6,4,
23/11/2021,11,15:02,1,0,
23/11/2021,11,15:02,2,0,
23/11/2021,11,15:02,4,0,
23/11/2021,11,15:02,5,0,
23/11/2021,11,15:02,6,4,
23/11/2021,11,15:12,1,3,
23/11/2021,11,15:12,2,0,
23/11/2021,11,15:12,4,0,
23/11/2021,11,15:12,5,0,
23/11/2021,11,15:12,6,4,
24/11/2021,11,12:49,1,0,
24/11/2021,11,12:49,2,NA,breached
24/11/2021,11,12:49,3,NA,breached
24/11/2021,11,12:49,4,0,
24/11/2021,11,12:49,5,NA,breached by partner
24/11/2021,11,12:49,6,NA,breached
24/11/2021,11,12:59,1,0,
24/11/2021,11,12:59,4,0,
24/11/2021,11,13:09,1,0,
24/11/2021,11,13:09,4,0,
24/11/2021,11,13:19,1,0,
24/11/2021,11,13:19,4,1,
24/11/2021,11,13:29,1,0,
24/11/2021,11,13:29,4,1,
24/11/2021,11,13:39,1,0,
24/11/2021,11,13:39,4,1,
24/11/2021,11,13:49,1,0,
24/11/2021,11,13:49,4,3,
24/11/2021,11,13:59,1,0,
24/11/2021,11,13:59,4,4,
24/11/2021,11,14:09,1,2,
24/11/2021,11,14:09,4,1,
25/11/2021,11,13:00,1,1,
25/11/2021,11,13:00,2,NA,breached
25/11/2021,11,13:00,3,1,
25/11/2021,11,13:00,4,1,
25/11/2021,11,13:00,5,0,
25/11/2021,11,13:00,6,NA,breached
25/11/2021,11,13:10,1,0,
25/11/2021,11,13:10,3,1,
25/11/2021,11,13:10,4,1,
25/11/2021,11,13:10,5,0,
25/11/2021,11,13:20,1,0,
25/11/2021,11,13:20,3,1,
25/11/2021,11,13:20,4,1,
25/11/2021,11,13:20,5,0,
25/11/2021,11,13:30,1,0,
25/11/2021,11,13:30,3,1,
25/11/2021,11,13:30,4,1,
25/11/2021,11,13:30,5,0,
25/11/2021,11,13:40,1,0,
25/11/2021,11,13:40,3,2,
25/11/2021,11,13:40,4,1,
25/11/2021,11,13:40,5,0,
25/11/2021,11,13:50,1,0,
25/11/2021,11,13:50,3,1,
25/11/2021,11,13:50,4,1,
25/11/2021,11,13:50,5,0,
25/11/2021,11,14:00,1,0,
25/11/2021,11,14:00,3,1,
25/11/2021,11,14:00,4,1,
25/11/2021,11,14:00,5,0,
25/11/2021,11,14:10,1,0,
25/11/2021,11,14:10,3,3,
25/11/2021,11,14:10,4,1,
25/11/2021,11,14:10,5,0,
25/11/2021,11,14:20,1,0,
25/11/2021,11,14:20,3,1,
25/11/2021,11,14:20,4,1,
25/11/2021,11,14:20,5,8,
08/11/2021,12,14:46,7,NA,breached
08/11/2021,12,14:46,8,0,
08/11/2021,12,14:46,9,0,
08/11/2021,12,14:46,10,1,
08/11/2021,12,14:46,11,0,
08/11/2021,12,14:46,12,1,
08/11/2021,12,14:56,8,1,
08/11/2021,12,14:56,9,0,
08/11/2021,12,14:56,10,4,
08/11/2021,12,14:56,11,0,
08/11/2021,12,14:56,12,1,
08/11/2021,12,15:06,8,7,
08/11/2021,12,15:06,9,0,
08/11/2021,12,15:06,10,1,
08/11/2021,12,15:06,11,0,
08/11/2021,12,15:06,12,4,
08/11/2021,12,15:16,8,0,
08/11/2021,12,15:16,9,0,
08/11/2021,12,15:16,10,1,
08/11/2021,12,15:16,11,0,
08/11/2021,12,15:16,12,4,
08/11/2021,12,15:26,8,8,
08/11/2021,12,15:26,9,0,
08/11/2021,12,15:26,10,1,
08/11/2021,12,15:26,11,0,
08/11/2021,12,15:26,12,4,
08/11/2021,12,15:36,8,0,
08/11/2021,12,15:36,9,6,
08/11/2021,12,15:36,10,4,
08/11/2021,12,15:36,11,0,
08/11/2021,12,15:36,12,4,
08/11/2021,12,15:46,8,0,
08/11/2021,12,15:46,9,0,
08/11/2021,12,15:46,10,1,
08/11/2021,12,15:46,11,0,
08/11/2021,12,15:46,12,4,
08/11/2021,12,15:56,8,0,
08/11/2021,12,15:56,9,0,
08/11/2021,12,15:56,10,1,
08/11/2021,12,15:56,11,0,
08/11/2021,12,15:56,12,6,
08/11/2021,12,16:06,8,1,
08/11/2021,12,16:06,9,0,
08/11/2021,12,16:06,10,1,
08/11/2021,12,16:06,11,0,
08/11/2021,12,16:06,12,0,
